Airline,Season,TravelDate,BestDaysBeforeTravel,LowestPrice
Lufthansa,Summer,2017-06-10,60,549.33
Lufthansa,Summer,2017-06-11,54,531.75
Lufthansa,Summer,2017-06-12,59,570.73
Lufthansa,Summer,2017-06-13,60,534.99
Lufthansa,Summer,2017-06-14,51,569.6
Lufthansa,Summer,2017-06-15,54,555.33
Lufthansa,Summer,2018-05-15,48,556.14
Lufthansa,Summer,2018-05-16,60,565.06
Lufthansa,Summer,2018-05-17,44,558.23
Lufthansa,Summer,2018-05-18,58,534.07
Lufthansa,Summer,2018-05-19,42,548.96
Lufthansa,Summer,2018-05-20,59,561.26
Lufthansa,Summer,2018-05-21,59,568.32
Lufthansa,Summer,2018-05-22,54,554.97
Lufthansa,Summer,2018-05-23,57,542.81
Lufthansa,Summer,2018-05-24,57,538.36
Lufthansa,Summer,2018-05-25,56,575.48
Lufthansa,Summer,2018-05-26,48,549.23
Lufthansa,Summer,2018-05-27,58,569.26
Lufthansa,Summer,2018-05-28,59,510.13
Lufthansa,Summer,2018-05-29,46,521.84
Lufthansa,Summer,2018-05-30,60,524.83
Lufthansa,Summer,2018-05-31,48,577.27
Lufthansa,Summer,2018-06-01,51,556.47
Lufthansa,Summer,2018-06-02,53,529.54
Lufthansa,Summer,2018-06-03,52,556.22
Lufthansa,Summer,2018-06-04,49,575.57
Lufthansa,Summer,2018-06-05,54,566.0
Lufthansa,Summer,2018-06-06,50,576.09
Lufthansa,Summer,2018-06-07,51,561.58
Lufthansa,Summer,2018-06-08,60,558.5
Lufthansa,Summer,2018-06-09,40,558.75
Lufthansa,Summer,2018-06-10,54,538.13
Lufthansa,Summer,2018-06-11,56,550.65
Lufthansa,Summer,2018-06-12,58,504.96
Lufthansa,Summer,2018-06-13,60,552.73
Lufthansa,Summer,2018-06-14,55,559.65
Lufthansa,Summer,2018-06-15,44,595.44
Lufthansa,Summer,2019-05-15,58,531.15
Lufthansa,Summer,2019-05-16,52,553.5
Lufthansa,Summer,2019-05-17,55,557.8
Lufthansa,Summer,2019-05-18,55,523.58
Lufthansa,Summer,2019-05-19,60,549.56
Lufthansa,Summer,2019-05-20,60,530.47
Lufthansa,Summer,2019-05-21,56,541.19
Lufthansa,Summer,2019-05-22,51,579.62
Lufthansa,Summer,2019-05-23,57,565.06
Lufthansa,Summer,2019-05-24,56,560.43
Lufthansa,Summer,2019-05-25,59,547.16
Lufthansa,Summer,2019-05-26,56,550.69
Lufthansa,Summer,2019-05-27,53,525.35
Lufthansa,Summer,2019-05-28,60,565.82
Lufthansa,Summer,2019-05-29,52,560.25
Lufthansa,Summer,2019-05-30,59,507.47
Lufthansa,Summer,2019-05-31,60,559.09
Lufthansa,Summer,2019-06-01,60,556.66
Lufthansa,Summer,2019-06-02,57,544.48
Lufthansa,Summer,2019-06-03,58,550.3
Lufthansa,Summer,2019-06-04,59,525.28
Lufthansa,Summer,2019-06-05,57,560.71
Lufthansa,Summer,2019-06-06,60,545.86
Lufthansa,Summer,2019-06-07,43,562.23
Lufthansa,Summer,2019-06-08,56,564.05
Lufthansa,Summer,2019-06-09,60,569.58
Lufthansa,Summer,2019-06-10,58,522.26
Lufthansa,Summer,2019-06-11,46,547.52
Lufthansa,Summer,2019-06-12,31,573.85
Lufthansa,Summer,2019-06-13,55,570.28
Lufthansa,Summer,2019-06-14,46,586.54
Lufthansa,Summer,2019-06-15,59,562.12
Lufthansa,Summer,2020-05-15,58,563.79
Lufthansa,Summer,2020-05-16,59,568.26
Lufthansa,Summer,2020-05-17,53,546.25
Lufthansa,Summer,2020-05-18,60,579.13
Lufthansa,Summer,2020-05-19,44,577.52
Lufthansa,Summer,2020-05-20,60,531.93
Lufthansa,Summer,2020-05-21,45,503.25
Lufthansa,Summer,2020-05-22,51,570.06
Lufthansa,Summer,2020-05-23,54,560.0
Lufthansa,Summer,2020-05-24,39,553.76
Lufthansa,Summer,2020-05-25,51,539.6
Lufthansa,Summer,2020-05-26,34,572.77
Lufthansa,Summer,2020-05-27,58,556.7
Lufthansa,Summer,2020-05-28,47,540.16
Lufthansa,Summer,2020-05-29,46,536.06
Lufthansa,Summer,2020-05-30,57,549.66
Lufthansa,Summer,2020-05-31,53,576.04
Lufthansa,Summer,2020-06-01,57,560.52
Lufthansa,Summer,2020-06-02,52,563.79
Lufthansa,Summer,2020-06-03,56,573.52
Lufthansa,Summer,2020-06-04,58,562.47
Lufthansa,Summer,2020-06-05,58,567.18
Lufthansa,Summer,2020-06-06,57,518.2
Lufthansa,Summer,2020-06-07,51,571.3
Lufthansa,Summer,2020-06-08,53,566.02
Lufthansa,Summer,2020-06-09,54,542.89
Lufthansa,Summer,2020-06-10,60,566.52
Lufthansa,Summer,2020-06-11,60,564.46
Lufthansa,Summer,2020-06-12,58,556.59
Lufthansa,Summer,2020-06-13,38,575.07
Lufthansa,Summer,2020-06-14,58,543.86
Lufthansa,Summer,2020-06-15,55,564.11
Lufthansa,Summer,2021-05-15,54,555.67
Lufthansa,Summer,2021-05-16,55,553.42
Lufthansa,Summer,2021-05-17,54,524.21
Lufthansa,Summer,2021-05-18,57,547.47
Lufthansa,Summer,2021-05-19,45,540.27
Lufthansa,Summer,2021-05-20,56,562.03
Lufthansa,Summer,2021-05-21,59,543.71
Lufthansa,Summer,2021-05-22,32,560.44
Lufthansa,Summer,2021-05-23,55,563.17
Lufthansa,Summer,2021-05-24,56,571.07
Lufthansa,Summer,2021-05-25,47,573.68
Lufthansa,Summer,2021-05-26,41,543.0
Lufthansa,Summer,2021-05-27,49,532.2
Lufthansa,Summer,2021-05-28,58,521.93
Lufthansa,Summer,2021-05-29,33,540.28
Lufthansa,Summer,2021-05-30,60,547.75
Lufthansa,Summer,2021-05-31,59,524.79
Lufthansa,Summer,2021-06-01,24,555.36
Lufthansa,Summer,2021-06-02,56,533.01
Lufthansa,Summer,2021-06-03,47,556.14
Lufthansa,Summer,2021-06-04,56,500.36
Lufthansa,Summer,2021-06-05,58,581.95
Lufthansa,Summer,2021-06-06,48,537.52
Lufthansa,Summer,2021-06-07,48,567.88
Lufthansa,Summer,2021-06-08,56,555.42
Lufthansa,Summer,2021-06-09,56,508.19
Lufthansa,Summer,2021-06-10,57,504.78
Lufthansa,Summer,2021-06-11,38,572.95
Lufthansa,Summer,2021-06-12,54,548.76
Lufthansa,Summer,2021-06-13,56,546.88
Lufthansa,Summer,2021-06-14,50,565.65
Lufthansa,Summer,2021-06-15,60,535.89
Lufthansa,Summer,2022-05-15,54,559.24
Lufthansa,Summer,2022-05-16,46,557.83
Lufthansa,Summer,2022-05-17,60,547.2
Lufthansa,Summer,2022-05-18,57,576.82
Lufthansa,Summer,2022-05-19,51,539.33
Lufthansa,Summer,2022-05-20,60,545.69
Lufthansa,Summer,2022-05-21,59,561.74
Lufthansa,Summer,2022-05-22,60,552.06
Lufthansa,Summer,2022-05-23,43,543.09
Lufthansa,Summer,2022-05-24,56,544.93
Lufthansa,Summer,2022-05-25,60,549.49
Lufthansa,Summer,2022-05-26,58,537.84
Lufthansa,Summer,2022-05-27,56,527.14
Lufthansa,Summer,2022-05-28,52,553.94
Lufthansa,Summer,2022-05-29,60,538.46
Lufthansa,Summer,2022-05-30,21,553.06
Lufthansa,Summer,2022-05-31,56,552.67
Lufthansa,Summer,2022-06-01,45,556.41
Lufthansa,Summer,2022-06-02,55,538.93
Lufthansa,Summer,2022-06-03,50,538.33
Lufthansa,Summer,2022-06-04,54,583.91
Lufthansa,Summer,2022-06-05,51,503.96
Lufthansa,Summer,2022-06-06,43,566.35
Lufthansa,Summer,2022-06-07,48,568.55
Lufthansa,Summer,2022-06-08,35,544.97
Lufthansa,Summer,2022-06-09,54,554.97
Lufthansa,Summer,2022-06-10,60,494.54
Lufthansa,Summer,2022-06-11,43,538.55
Lufthansa,Summer,2022-06-12,57,574.85
Lufthansa,Summer,2022-06-13,59,564.65
Lufthansa,Summer,2022-06-14,55,539.52
Lufthansa,Summer,2022-06-15,59,515.94
Lufthansa,Summer,2023-05-15,57,556.93
Lufthansa,Summer,2023-05-16,59,531.57
Lufthansa,Summer,2023-05-17,52,540.85
Lufthansa,Summer,2023-05-18,42,579.88
Lufthansa,Summer,2023-05-19,60,565.15
Lufthansa,Summer,2023-05-20,57,567.04
Lufthansa,Summer,2023-05-21,48,557.0
Lufthansa,Summer,2023-05-22,54,537.6
Lufthansa,Summer,2023-05-23,56,552.39
Lufthansa,Summer,2023-05-24,55,541.44
Lufthansa,Summer,2023-05-25,46,568.02
Lufthansa,Summer,2023-05-26,58,541.79
Lufthansa,Summer,2023-05-27,50,568.83
Lufthansa,Summer,2023-05-28,59,538.94
Lufthansa,Summer,2023-05-29,52,520.88
Lufthansa,Summer,2023-05-30,33,575.55
Lufthansa,Summer,2023-05-31,55,572.66
Lufthansa,Summer,2023-06-01,53,545.44
Lufthansa,Summer,2023-06-02,56,544.96
Lufthansa,Summer,2023-06-03,54,519.08
Lufthansa,Summer,2023-06-04,54,533.0
Lufthansa,Summer,2023-06-05,56,550.16
Lufthansa,Summer,2023-06-06,60,556.88
Lufthansa,Summer,2023-06-07,59,575.76
Lufthansa,Summer,2023-06-08,58,576.24
Lufthansa,Summer,2023-06-09,60,544.77
Lufthansa,Summer,2023-06-10,56,543.93
Lufthansa,Summer,2023-06-11,55,565.09
Lufthansa,Summer,2023-06-12,60,553.41
Lufthansa,Summer,2023-06-13,60,551.75
Lufthansa,Summer,2023-06-14,59,570.9
Lufthansa,Summer,2023-06-15,59,543.94
Lufthansa,Summer,2024-05-15,60,544.67
Lufthansa,Summer,2024-05-16,59,542.48
Lufthansa,Summer,2024-05-17,48,561.03
Lufthansa,Summer,2024-05-18,60,501.06
Lufthansa,Summer,2024-05-19,39,564.26
Lufthansa,Summer,2024-05-20,60,515.57
Lufthansa,Summer,2024-05-21,57,526.92
Lufthansa,Summer,2024-05-22,58,550.5
Lufthansa,Summer,2024-05-23,58,534.13
Lufthansa,Summer,2024-05-24,60,548.17
Lufthansa,Summer,2024-05-25,60,552.07
Lufthansa,Summer,2024-05-26,57,543.99
Lufthansa,Summer,2024-05-27,60,529.05
Lufthansa,Summer,2024-05-28,52,526.25
Lufthansa,Summer,2024-05-29,53,542.23
Lufthansa,Summer,2024-05-30,56,513.18
Lufthansa,Summer,2024-05-31,48,529.91
Lufthansa,Summer,2024-06-01,36,553.72
Lufthansa,Summer,2024-06-02,59,554.53
Lufthansa,Summer,2024-06-03,43,534.56
Lufthansa,Summer,2024-06-04,58,554.65
Lufthansa,Summer,2024-06-05,41,557.03
Lufthansa,Summer,2024-06-06,54,521.69
Lufthansa,Summer,2024-06-07,55,513.36
Lufthansa,Summer,2024-06-08,54,570.49
Lufthansa,Summer,2024-06-09,55,556.98
Lufthansa,Summer,2024-06-10,40,560.7
Lufthansa,Summer,2024-06-11,59,558.51
Lufthansa,Summer,2024-06-12,57,540.0
Lufthansa,Summer,2024-06-13,60,548.19
Lufthansa,Summer,2024-06-14,60,555.27
Lufthansa,Summer,2024-06-15,52,553.45
Lufthansa,Fall,2015-08-23,59,554.97
Lufthansa,Fall,2015-08-24,58,560.71
Lufthansa,Fall,2015-08-25,49,558.46
Lufthansa,Fall,2015-08-26,49,524.26
Lufthansa,Fall,2015-08-27,45,552.41
Lufthansa,Fall,2015-08-28,52,509.29
Lufthansa,Fall,2015-08-29,47,549.36
Lufthansa,Fall,2015-08-30,51,537.52
Lufthansa,Fall,2015-08-31,45,565.13
Lufthansa,Fall,2015-09-01,47,510.25
Lufthansa,Fall,2015-09-02,60,528.76
Lufthansa,Fall,2015-09-03,59,529.68
Lufthansa,Fall,2015-09-04,46,535.26
Lufthansa,Fall,2015-09-05,54,565.71
Lufthansa,Fall,2015-09-06,52,574.6
Lufthansa,Fall,2015-09-07,48,570.25
Lufthansa,Fall,2015-09-08,59,535.68
Lufthansa,Fall,2015-09-09,56,569.45
Lufthansa,Fall,2015-09-10,48,579.58
Lufthansa,Fall,2015-09-11,55,551.2
Lufthansa,Fall,2015-09-12,59,531.61
Lufthansa,Fall,2015-09-13,56,526.13
Lufthansa,Fall,2015-09-14,55,543.77
Lufthansa,Fall,2015-09-15,55,574.6
Lufthansa,Fall,2015-09-16,60,561.87
Lufthansa,Fall,2015-09-17,53,564.58
Lufthansa,Fall,2015-09-18,59,545.78
Lufthansa,Fall,2015-09-19,48,551.56
Lufthansa,Fall,2015-09-20,54,505.25
Lufthansa,Fall,2015-09-21,59,531.01
Lufthansa,Fall,2015-09-22,60,500.67
Lufthansa,Fall,2015-09-23,53,578.14
Lufthansa,Fall,2016-08-23,48,557.25
Lufthansa,Fall,2016-08-24,59,546.36
Lufthansa,Fall,2016-08-25,59,535.81
Lufthansa,Fall,2016-08-26,55,557.73
Lufthansa,Fall,2016-08-27,59,571.54
Lufthansa,Fall,2016-08-28,50,552.06
Lufthansa,Fall,2016-08-29,58,522.84
Lufthansa,Fall,2016-08-30,44,525.14
Lufthansa,Fall,2016-08-31,51,557.8
Lufthansa,Fall,2016-09-01,58,545.4
Lufthansa,Fall,2016-09-02,55,517.55
Lufthansa,Fall,2016-09-03,52,541.84
Lufthansa,Fall,2016-09-04,52,523.71
Lufthansa,Fall,2016-09-05,59,567.33
Lufthansa,Fall,2016-09-06,52,565.02
Lufthansa,Fall,2016-09-07,56,534.86
Lufthansa,Fall,2016-09-08,59,550.95
Lufthansa,Fall,2016-09-09,54,577.1
Lufthansa,Fall,2016-09-10,53,559.7
Lufthansa,Fall,2016-09-11,60,539.58
Lufthansa,Fall,2016-09-12,59,554.16
Lufthansa,Fall,2016-09-13,55,566.0
Lufthansa,Fall,2016-09-14,57,559.96
Lufthansa,Fall,2016-09-15,56,545.09
Lufthansa,Fall,2016-09-16,57,577.8
Lufthansa,Fall,2016-09-17,58,527.69
Lufthansa,Fall,2016-09-18,57,533.52
Lufthansa,Fall,2016-09-19,53,543.9
Lufthansa,Fall,2016-09-20,59,543.38
Lufthansa,Fall,2016-09-21,58,520.64
Lufthansa,Fall,2016-09-22,57,513.49
Lufthansa,Fall,2016-09-23,51,526.72
Lufthansa,Fall,2017-08-23,57,546.64
Lufthansa,Fall,2017-08-24,54,547.68
Lufthansa,Fall,2017-08-25,52,563.7
Lufthansa,Fall,2017-08-26,57,552.54
Lufthansa,Fall,2017-08-27,55,571.03
Lufthansa,Fall,2017-08-28,48,532.04
Lufthansa,Fall,2017-08-29,45,547.65
Lufthansa,Fall,2017-08-30,37,565.26
Lufthansa,Fall,2017-08-31,43,550.32
Lufthansa,Fall,2017-09-01,30,571.97
Lufthansa,Fall,2017-09-02,57,553.94
Lufthansa,Fall,2017-09-03,58,568.1
Lufthansa,Fall,2017-09-04,60,554.69
Lufthansa,Fall,2017-09-05,44,574.32
Lufthansa,Fall,2017-09-06,37,510.35
Lufthansa,Fall,2017-09-07,47,564.59
Lufthansa,Fall,2017-09-08,58,569.09
Lufthansa,Fall,2017-09-09,55,582.56
Lufthansa,Fall,2017-09-10,56,568.58
Lufthansa,Fall,2017-09-11,60,494.93
Lufthansa,Fall,2017-09-12,56,528.37
Lufthansa,Fall,2017-09-13,55,541.38
Lufthansa,Fall,2017-09-14,59,534.93
Lufthansa,Fall,2017-09-15,48,566.53
Lufthansa,Fall,2017-09-16,60,559.47
Lufthansa,Fall,2017-09-17,57,545.03
Lufthansa,Fall,2017-09-18,52,514.63
Lufthansa,Fall,2017-09-19,51,565.68
Lufthansa,Fall,2017-09-20,58,586.14
Lufthansa,Fall,2017-09-21,57,514.7
Lufthansa,Fall,2017-09-22,54,563.98
Lufthansa,Fall,2017-09-23,54,545.37
Lufthansa,Fall,2018-08-23,49,566.71
Lufthansa,Fall,2018-08-24,55,558.46
Lufthansa,Fall,2018-08-25,60,539.28
Lufthansa,Fall,2018-08-26,59,510.3
Lufthansa,Fall,2018-08-27,58,558.44
Lufthansa,Fall,2018-08-28,58,534.0
Lufthansa,Fall,2018-08-29,51,555.79
Lufthansa,Fall,2018-08-30,58,540.09
Lufthansa,Fall,2018-08-31,58,532.29
Lufthansa,Fall,2018-09-01,57,508.54
Lufthansa,Fall,2018-09-02,41,550.74
Lufthansa,Fall,2018-09-03,52,573.92
Lufthansa,Fall,2018-09-04,50,573.83
Lufthansa,Fall,2018-09-05,48,573.35
Lufthansa,Fall,2018-09-06,42,554.6
Lufthansa,Fall,2018-09-07,58,560.23
Lufthansa,Fall,2018-09-08,57,555.93
Lufthansa,Fall,2018-09-09,57,560.51
Lufthansa,Fall,2018-09-10,49,530.55
Lufthansa,Fall,2018-09-11,59,551.69
Lufthansa,Fall,2018-09-12,53,568.09
Lufthansa,Fall,2018-09-13,58,559.34
Lufthansa,Fall,2018-09-14,52,566.23
Lufthansa,Fall,2018-09-15,56,484.74
Lufthansa,Fall,2018-09-16,53,579.18
Lufthansa,Fall,2018-09-17,52,527.47
Lufthansa,Fall,2018-09-18,41,551.67
Lufthansa,Fall,2018-09-19,52,557.35
Lufthansa,Fall,2018-09-20,58,536.32
Lufthansa,Fall,2018-09-21,60,518.35
Lufthansa,Fall,2018-09-22,58,550.09
Lufthansa,Fall,2018-09-23,58,525.14
Lufthansa,Fall,2019-08-23,55,555.66
Lufthansa,Fall,2019-08-24,53,572.99
Lufthansa,Fall,2019-08-25,57,541.11
Lufthansa,Fall,2019-08-26,45,585.94
Lufthansa,Fall,2019-08-27,56,568.11
Lufthansa,Fall,2019-08-28,60,528.47
Lufthansa,Fall,2019-08-29,52,588.69
Lufthansa,Fall,2019-08-30,26,583.28
Lufthansa,Fall,2019-08-31,55,529.89
Lufthansa,Fall,2019-09-01,39,547.57
Lufthansa,Fall,2019-09-02,56,551.62
Lufthansa,Fall,2019-09-03,58,529.23
Lufthansa,Fall,2019-09-04,49,575.73
Lufthansa,Fall,2019-09-05,60,560.36
Lufthansa,Fall,2019-09-06,45,563.02
Lufthansa,Fall,2019-09-07,56,555.88
Lufthansa,Fall,2019-09-08,56,544.11
Lufthansa,Fall,2019-09-09,59,577.86
Lufthansa,Fall,2019-09-10,37,575.71
Lufthansa,Fall,2019-09-11,60,549.51
Lufthansa,Fall,2019-09-12,47,563.32
Lufthansa,Fall,2019-09-13,41,557.95
Lufthansa,Fall,2019-09-14,59,553.81
Lufthansa,Fall,2019-09-15,53,545.37
Lufthansa,Fall,2019-09-16,58,573.46
Lufthansa,Fall,2019-09-17,57,560.12
Lufthansa,Fall,2019-09-18,60,552.37
Lufthansa,Fall,2019-09-19,47,569.53
Lufthansa,Fall,2019-09-20,59,565.53
Lufthansa,Fall,2019-09-21,57,534.56
Lufthansa,Fall,2019-09-22,55,572.4
Lufthansa,Fall,2019-09-23,58,545.77
Lufthansa,Fall,2020-08-23,59,596.89
Lufthansa,Fall,2020-08-24,59,545.05
Lufthansa,Fall,2020-08-25,50,549.05
Lufthansa,Fall,2020-08-26,56,550.8
Lufthansa,Fall,2020-08-27,60,540.86
Lufthansa,Fall,2020-08-28,59,521.92
Lufthansa,Fall,2020-08-29,60,528.81
Lufthansa,Fall,2020-08-30,59,565.51
Lufthansa,Fall,2020-08-31,59,525.56
Lufthansa,Fall,2020-09-01,57,564.61
Lufthansa,Fall,2020-09-02,60,561.48
Lufthansa,Fall,2020-09-03,59,522.26
Lufthansa,Fall,2020-09-04,60,548.34
Lufthansa,Fall,2020-09-05,45,558.09
Lufthansa,Fall,2020-09-06,51,521.68
Lufthansa,Fall,2020-09-07,48,559.02
Lufthansa,Fall,2020-09-08,52,556.39
Lufthansa,Fall,2020-09-09,58,561.7
Lufthansa,Fall,2020-09-10,55,530.89
Lufthansa,Fall,2020-09-11,55,566.38
Lufthansa,Fall,2020-09-12,52,528.92
Lufthansa,Fall,2020-09-13,53,541.1
Lufthansa,Fall,2020-09-14,49,528.57
Lufthansa,Fall,2020-09-15,57,577.16
Lufthansa,Fall,2020-09-16,32,571.79
Lufthansa,Fall,2020-09-17,53,540.51
Lufthansa,Fall,2020-09-18,58,538.65
Lufthansa,Fall,2020-09-19,52,527.69
Lufthansa,Fall,2020-09-20,43,566.73
Lufthansa,Fall,2020-09-21,60,553.29
Lufthansa,Fall,2020-09-22,58,567.67
Lufthansa,Fall,2020-09-23,54,568.36
Lufthansa,Fall,2021-08-23,34,563.59
Lufthansa,Fall,2021-08-24,55,514.34
Lufthansa,Fall,2021-08-25,47,534.59
Lufthansa,Fall,2021-08-26,48,548.18
Lufthansa,Fall,2021-08-27,60,520.92
Lufthansa,Fall,2021-08-28,59,566.66
Lufthansa,Fall,2021-08-29,58,537.4
Lufthansa,Fall,2021-08-30,47,577.59
Lufthansa,Fall,2021-08-31,55,537.08
Lufthansa,Fall,2021-09-01,59,573.24
Lufthansa,Fall,2021-09-02,53,551.05
Lufthansa,Fall,2021-09-03,59,546.63
Lufthansa,Fall,2021-09-04,46,581.77
Lufthansa,Fall,2021-09-05,54,562.52
Lufthansa,Fall,2021-09-06,59,530.66
Lufthansa,Fall,2021-09-07,49,513.12
Lufthansa,Fall,2021-09-08,57,493.11
Lufthansa,Fall,2021-09-09,54,555.38
Lufthansa,Fall,2021-09-10,56,547.59
Lufthansa,Fall,2021-09-11,53,525.46
Lufthansa,Fall,2021-09-12,59,532.9
Lufthansa,Fall,2021-09-13,59,578.66
Lufthansa,Fall,2021-09-14,43,579.61
Lufthansa,Fall,2021-09-15,57,527.87
Lufthansa,Fall,2021-09-16,56,562.88
Lufthansa,Fall,2021-09-17,56,564.46
Lufthansa,Fall,2021-09-18,60,573.86
Lufthansa,Fall,2021-09-19,56,493.36
Lufthansa,Fall,2021-09-20,58,561.13
Lufthansa,Fall,2021-09-21,59,541.43
Lufthansa,Fall,2021-09-22,55,541.41
Lufthansa,Fall,2021-09-23,51,532.45
Lufthansa,Fall,2022-08-23,59,521.16
Lufthansa,Fall,2022-08-24,54,534.6
Lufthansa,Fall,2022-08-25,59,545.03
Lufthansa,Fall,2022-08-26,51,533.25
Lufthansa,Fall,2022-08-27,57,563.05
Lufthansa,Fall,2022-08-28,58,569.14
Lufthansa,Fall,2022-08-29,56,539.75
Lufthansa,Fall,2022-08-30,59,524.89
Lufthansa,Fall,2022-08-31,53,570.95
Lufthansa,Fall,2022-09-01,58,533.64
Lufthansa,Fall,2022-09-02,60,531.07
Lufthansa,Fall,2022-09-03,58,567.92
Lufthansa,Fall,2022-09-04,57,549.36
Lufthansa,Fall,2022-09-05,52,559.24
Lufthansa,Fall,2022-09-06,60,538.42
Lufthansa,Fall,2022-09-07,60,561.34
Lufthansa,Fall,2022-09-08,58,560.67
Lufthansa,Fall,2022-09-09,53,537.84
Lufthansa,Fall,2022-09-10,60,562.77
Lufthansa,Fall,2022-09-11,60,540.22
Lufthansa,Fall,2022-09-12,48,523.79
Lufthansa,Fall,2022-09-13,58,577.29
Lufthansa,Fall,2022-09-14,57,509.96
Lufthansa,Fall,2022-09-15,59,528.46
Lufthansa,Fall,2022-09-16,57,535.41
Lufthansa,Fall,2022-09-17,53,536.86
Lufthansa,Fall,2022-09-18,55,592.44
Lufthansa,Fall,2022-09-19,50,577.64
Lufthansa,Fall,2022-09-20,58,546.39
Lufthansa,Fall,2022-09-21,41,548.23
Lufthansa,Fall,2022-09-22,57,577.96
Lufthansa,Fall,2022-09-23,55,572.97
Lufthansa,Fall,2023-08-23,60,510.95
Lufthansa,Fall,2023-08-24,59,542.99
Lufthansa,Fall,2023-08-25,50,559.94
Lufthansa,Fall,2023-08-26,42,564.42
Lufthansa,Fall,2023-08-27,58,554.27
Lufthansa,Fall,2023-08-28,49,577.46
Lufthansa,Fall,2023-08-29,54,561.42
Lufthansa,Fall,2023-08-30,59,509.44
Lufthansa,Fall,2023-08-31,53,553.1
Lufthansa,Fall,2023-09-01,49,550.37
Lufthansa,Fall,2023-09-02,53,546.96
Lufthansa,Fall,2023-09-03,59,542.88
Lufthansa,Fall,2023-09-04,55,508.76
Lufthansa,Fall,2023-09-05,57,549.79
Lufthansa,Fall,2023-09-06,60,533.13
Lufthansa,Fall,2023-09-07,55,565.39
Lufthansa,Fall,2023-09-08,58,552.67
Lufthansa,Fall,2023-09-09,59,560.55
Lufthansa,Fall,2023-09-10,58,556.84
Lufthansa,Fall,2023-09-11,58,543.9
Lufthansa,Fall,2023-09-12,59,535.2
Lufthansa,Fall,2023-09-13,48,595.7
Lufthansa,Fall,2023-09-14,56,531.86
Lufthansa,Fall,2023-09-15,54,530.69
Lufthansa,Fall,2023-09-16,54,553.3
Lufthansa,Fall,2023-09-17,49,567.84
Lufthansa,Fall,2023-09-18,58,555.52
Lufthansa,Fall,2023-09-19,52,565.14
Lufthansa,Fall,2023-09-20,54,570.5
Lufthansa,Fall,2023-09-21,59,528.27
Lufthansa,Fall,2023-09-22,42,524.9
Lufthansa,Fall,2023-09-23,56,556.44
Lufthansa,Fall,2024-08-23,52,567.14
Lufthansa,Fall,2024-08-24,57,562.24
Lufthansa,Fall,2024-08-25,29,531.84
Lufthansa,Fall,2024-08-26,59,533.6
Lufthansa,Fall,2024-08-27,52,533.0
Lufthansa,Fall,2024-08-28,42,561.98
Lufthansa,Fall,2024-08-29,55,513.96
Lufthansa,Fall,2024-08-30,56,560.61
Lufthansa,Fall,2024-08-31,47,567.81
Lufthansa,Fall,2024-09-01,56,548.1
Lufthansa,Fall,2024-09-02,51,513.08
Lufthansa,Fall,2024-09-03,50,535.7
Lufthansa,Fall,2024-09-04,57,545.02
Lufthansa,Fall,2024-09-05,46,535.38
Lufthansa,Fall,2024-09-06,56,477.34
Lufthansa,Fall,2024-09-07,59,512.08
Lufthansa,Fall,2024-09-08,55,562.96
Lufthansa,Fall,2024-09-09,43,556.05
Lufthansa,Fall,2024-09-10,59,564.37
Lufthansa,Fall,2024-09-11,57,547.97
Lufthansa,Fall,2024-09-12,58,546.85
Lufthansa,Fall,2024-09-13,52,575.0
Lufthansa,Fall,2024-09-14,44,567.65
Lufthansa,Fall,2024-09-15,43,566.53
Lufthansa,Fall,2024-09-16,48,578.55
Lufthansa,Fall,2024-09-17,47,559.37
Lufthansa,Fall,2024-09-18,59,545.57
Lufthansa,Fall,2024-09-19,57,495.44
Lufthansa,Fall,2024-09-20,58,564.97
Lufthansa,Fall,2024-09-21,53,543.88
Lufthansa,Fall,2024-09-22,60,539.43
Lufthansa,Fall,2024-09-23,59,593.35
Delta,Summer,2015-05-15,51,528.48
Delta,Summer,2015-05-16,52,563.3
Delta,Summer,2015-05-17,45,571.03
Delta,Summer,2015-05-18,60,542.61
Delta,Summer,2015-05-19,58,552.26
Delta,Summer,2015-05-20,57,545.41
Delta,Summer,2015-05-21,47,568.05
Delta,Summer,2015-05-22,57,547.88
Delta,Summer,2015-05-23,57,553.66
Delta,Summer,2015-05-24,52,586.19
Delta,Summer,2015-05-25,58,533.07
Delta,Summer,2015-05-26,59,539.16
Delta,Summer,2015-05-27,56,559.55
Delta,Summer,2015-05-28,54,546.16
Delta,Summer,2015-05-29,58,544.93
Delta,Summer,2015-05-30,56,524.88
Delta,Summer,2015-05-31,56,568.32
Delta,Summer,2015-06-01,58,551.45
Delta,Summer,2015-06-02,49,568.3
Delta,Summer,2015-06-03,56,560.3
Delta,Summer,2015-06-04,45,522.51
Delta,Summer,2015-06-05,53,555.91
Delta,Summer,2015-06-06,50,564.17
Delta,Summer,2015-06-07,48,563.04
Delta,Summer,2015-06-08,43,566.92
Delta,Summer,2015-06-09,54,547.33
Delta,Summer,2015-06-10,58,549.7
Delta,Summer,2015-06-11,49,566.55
Delta,Summer,2015-06-12,54,545.92
Delta,Summer,2015-06-13,24,537.01
Delta,Summer,2015-06-14,44,563.36
Delta,Summer,2015-06-15,59,562.17
Delta,Summer,2016-05-15,59,520.14
Delta,Summer,2016-05-16,49,578.69
Delta,Summer,2016-05-17,57,563.88
Delta,Summer,2016-05-18,60,556.67
